GEOID,poverty_population_diff,median_household_income_diff,median_gross_rent_2010_on_2020,median_gross_rent_diff,median_home_value_diff,bachelors_or_higher_diff,median_household_income_2010_on_2020,median_household_income_2020,gentrification_score
17031430900,137.0,11220.0,767.0,4.0,-20100.0,-2.0,28728.0,39948.0,-1.8893111570229588
17031431200,-278.0,2133.0,776.0,291.0,-7500.0,-22.0,47568.0,49701.0,-0.41510724037943264
17031431301,591.0,6667.0,838.0,81.0,-89200.0,120.0,24622.0,31289.0,-3.1527637424643946
17031431302,31.0,4639.0,875.0,90.0,83700.0,116.0,21750.0,26389.0,0.028792641677622105
17031440101,-28.114315728407743,1175.5679829203218,731.9931534949841,131.00684650501591,,-109.32621505865262,22449.43201707968,23625.0,
17031440102,-43.0,14870.0,769.0,45.0,38100.0,318.0,26250.0,41120.0,0.4455337031231872
17031440201,351.0,12568.0,823.0,111.0,34000.0,305.0,22654.0,35222.0,-0.03499102992137962
17031440202,-639.0,3903.0,725.0,53.0,-38800.0,149.0,27461.0,31364.0,-0.9513563705921843
17031440300,-500.0,16874.0,824.0,-30.0,-30300.0,31.0,42254.0,59128.0,-0.8508642843426154
17031440700,-501.0,18046.0,810.0,134.0,-68300.0,147.0,47857.0,65903.0,-0.24879322430451345
17031440800,-61.0,372.0,738.0,208.0,-29400.0,-72.0,26613.0,26985.0,-1.6730507345806775
17031440900,-648.0,-5268.0,790.0,131.0,-7200.0,230.0,41806.0,36538.0,-0.5167975930681187
17031450300,-164.0,12724.0,861.0,125.0,-9200.0,10.0,37298.0,50022.0,-0.6047270628805513
17031460200,-380.0,-6273.0,674.0,87.0,-61600.0,99.0,30536.0,24263.0,-2.2833945770883584
17031460301,-131.0,252.0,806.0,110.0,-18300.0,-47.0,33934.0,34186.0,-1.8269347529946547
17031460302,-667.0,14764.0,877.0,47.0,9500.0,195.0,17121.0,31885.0,0.596280170211974
17031460400,-393.0,8844.0,896.0,134.0,-12700.0,-179.0,39698.0,48542.0,-1.02544258562164
17031461000,-37.0,-3400.0,374.0,116.0,52300.0,2.0,19625.0,16225.0,-1.027880914583844
17031470100,-1252.0,8220.0,592.0,111.0,-38800.0,136.0,31391.0,39611.0,0.43516497738058113
17031480500,-351.9245958743832,4208.511341868449,705.3658971065466,302.63410289345336,-9080.29966456155,-30.35542701696428,44835.48865813155,49044.0,-0.16222926969634366
17031490800,181.59818948292693,6173.851436049459,938.9699619395872,19.03003806041272,-18597.737414711213,202.51938822813247,35446.14856395054,41620.0,-1.680671666087952
17031490901,-671.0,4739.0,772.0,232.0,-37500.0,-53.0,26667.0,31406.0,-0.48630354992499225
17031490902,-1007.0,8141.0,843.0,98.0,6700.0,220.0,45088.0,53229.0,0.8953150384737386
17031491400,30.0,-5584.0,850.0,235.0,-46400.0,15.0,39583.0,33999.0,-2.0953867483561464
17031500100,-571.4799274104107,19646.522065259764,776.6936196103474,146.30638038965265,-3846.846748358861,499.12499688998696,41884.47793474024,61531.0,1.831220395504295
17031500300,-121.0,1538.0,749.0,123.0,11300.0,142.0,43000.0,44538.0,-0.7906571898714798
17031510100,-278.0,-3354.0,814.0,95.0,-62200.0,72.0,38771.0,35417.0,-2.2698361053387393
17031510300,-1099.5200725895893,-13353.522065259756,939.3063803896526,216.69361961034733,-8553.153251641139,-246.12499688998696,40026.52206525976,26673.0,-1.2309320090514304
17031520200,-983.0,14291.0,777.0,-13.0,-39100.0,89.0,26976.0,41267.0,-0.24943670219779757
17031520300,-1587.0,2639.0,764.0,126.0,-17500.0,-35.0,40089.0,42728.0,0.481854051473551
17031530100,-888.0,5323.0,763.0,100.0,-19800.0,-49.0,28559.0,33882.0,-0.5073910365249883
17031570300,51.0,626.0,920.0,75.0,-47600.0,-11.0,44412.0,45038.0,-2.5564846410587756
17031570400,158.0,21072.0,679.0,200.0,-105800.0,-27.0,40203.0,61275.0,-1.6320441073014642
17031570500,-189.0,6831.0,917.0,22.0,-44100.0,16.0,36549.0,43380.0,-1.9427666496540972
17031580100,-263.0,8269.0,806.0,181.0,52700.0,8.0,35064.0,43333.0,0.3945934360206031
17031580200,-418.0,4944.0,782.0,97.0,-27200.0,41.0,36893.0,41837.0,-1.0840485116946017
17031580300,28.0,29059.0,865.0,60.0,-15900.0,-7.0,34087.0,63146.0,-0.235054097492152
17031580400,814.0,18059.0,733.0,63.0,-800.0,87.0,33375.0,51434.0,-1.5952434465281118
17031580501,-1194.0,714.0,796.0,45.0,-40000.0,172.0,40997.0,41711.0,-0.3867560358551632
17031580600,-1205.0,1079.0,808.0,-22.0,-50600.0,278.0,40904.0,41983.0,-0.5537267132048211
17031580700,370.0,11701.0,776.0,145.0,-34500.0,193.0,40125.0,51826.0,-1.2295870074261546
17031580800,400.0,18568.0,748.0,160.0,-12300.0,93.0,37432.0,56000.0,-0.6727453679057795
17031590600,-187.0,20693.0,823.0,104.0,-52100.0,487.0,41932.0,62625.0,0.43395474526980593
17031590700,398.0,25991.0,773.0,114.0,29100.0,198.0,39500.0,65491.0,0.4674565436454488
17031600400,-477.0,11174.0,771.0,250.0,38000.0,494.0,41543.0,52717.0,2.2223977142453624
17031600600,609.0,4888.0,828.0,88.0,94300.0,116.0,33678.0,38566.0,-0.6174358850328843
17031600700,373.0,17598.0,752.0,482.0,95100.0,404.0,33563.0,51161.0,3.1695162856437262
17031600900,-145.0,21395.0,761.0,321.0,13500.0,264.0,39725.0,61120.0,1.8456942246152335
17031610300,571.0,537.0,651.0,117.0,-41600.0,243.0,29330.0,29867.0,-2.3636693850776256
17031610400,17.0,12094.0,635.0,184.0,-97400.0,98.0,30424.0,42518.0,-1.673637515121969
17031611200,-96.0,-5014.0,762.0,-15.0,-58100.0,22.0,34875.0,29861.0,-3.2246094539327266
17031611300,-486.0,5065.0,784.0,87.0,-61800.0,-39.0,26685.0,31750.0,-1.730244493087974
17031611400,-1036.0,13886.0,671.0,124.0,-77700.0,-33.0,24031.0,37917.0,-0.41441106086695156
17031611500,-715.570148384189,1669.4302846244536,785.4515138572607,23.548486142739307,-96719.59009827329,-10.086778868390958,32526.569715375543,34196.0,-2.3709222381399995
17031611700,-294.5530414921964,-14607.6487704606,858.8299657403883,-85.82996574038827,-70667.39855348304,-34.99010277883517,27028.6487704606,12421.0,-4.248307555545914
17031611900,-912.0,-2641.0,892.0,-128.0,,-70.0,32849.0,30208.0,
17031612100,-593.0,-7104.0,679.0,69.0,-80700.0,-49.0,28632.0,21528.0,-2.775056690555978
17031620200,-337.0,3953.0,843.0,205.0,-73700.0,18.0,44699.0,48652.0,-1.4790657375078655
17031630300,-112.0,16193.0,706.0,162.0,-50200.0,277.0,36980.0,53173.0,-0.19335953421728286
17031630400,-853.0,-7954.0,850.0,-19.0,-63500.0,11.0,39383.0,31429.0,-2.4885801984933646
17031630500,-62.0,2046.0,799.0,11.0,-40700.0,324.0,40771.0,42817.0,-1.66860180086517
17031630800,-188.0,16249.0,787.0,-30.0,-45000.0,119.0,36854.0,53103.0,-1.3197505850116817
17031630900,-598.0,-117.0,780.0,47.0,-33600.0,-94.0,34992.0,34875.0,-1.8393083846370675
17031640100,246.0,-4566.0,743.0,252.0,-91400.0,136.0,46941.0,42375.0,-2.5956192400004676
17031660301,16.0,-7818.0,757.0,79.0,-8500.0,72.0,30904.0,23086.0,-2.2763180923704005
17031660302,-893.0,-7815.0,889.0,-3.0,-64900.0,-83.0,43183.0,35368.0,-2.603450465439178
17031660400,-266.0,5950.0,696.0,60.0,-26400.0,193.0,35629.0,41579.0,-1.0124728327050037
17031660500,-339.12035555528564,-11704.294312844366,815.3017139269264,46.69828607307363,-28193.431690889527,108.39253794950582,43119.294312844366,31415.0,-2.3868847535416653
17031660600,-686.0,-10256.0,820.0,-4.0,-12500.0,-115.0,40179.0,29923.0,-2.3815496179560975
17031660700,-557.0,-12143.0,871.0,-43.0,-59100.0,28.0,36688.0,24545.0,-3.1884500652384595
17031660800,-656.0,13561.0,799.0,-15.0,-9100.0,114.0,35298.0,48859.0,-0.26701946028248474
17031660900,80.0,10998.0,884.0,175.0,25000.0,-140.0,28018.0,39016.0,-0.7034112127657755
17031661000,60.0,-12826.0,809.0,229.0,-6200.0,-73.0,47500.0,34674.0,-2.286863491958999
17031670200,-546.0,6384.0,930.0,20.0,-45900.0,69.0,20179.0,26563.0,-1.3768344305056437
17031670300,-357.0,3214.0,942.0,-251.0,,87.0,21161.0,24375.0,
17031670500,-172.0,1601.0,946.0,120.0,-17000.0,23.0,26385.0,27986.0,-1.4377963905846594
17031670600,-603.0,-5471.0,742.0,103.0,-6100.0,16.0,26923.0,21452.0,-1.2477148117950019
17031670900,-236.0,520.0,849.0,32.0,-9600.0,99.0,32188.0,32708.0,-1.541894823230807
17031671100,-737.9720567335453,,932.573720624346,-53.57372062434592,-19367.14528299581,15.05955556279498,21716.78632074896,,
17031671200,-345.0,636.0,888.0,47.0,-12800.0,-31.0,35761.0,36397.0,-1.6831658657881778
17031671300,-1376.0,-2725.0,849.0,-170.0,-51900.0,-49.0,27475.0,24750.0,-2.1129571336387443
17031671400,-378.0,-12295.0,635.0,433.0,16600.0,-40.0,35625.0,23330.0,-0.2554139285883412
17031671600,-1023.0,-2184.0,829.0,54.0,29400.0,-61.0,21750.0,19566.0,-0.3558350932504464
17031671900,-152.0,15789.0,775.0,420.0,-35200.0,45.0,33864.0,49653.0,0.6997444648374412
17031680500,-573.0,3384.0,920.0,80.0,-26300.0,-24.0,20526.0,23910.0,-1.2026556888759505
17031680600,-287.0,16781.0,772.0,192.0,,-24.0,15833.0,32614.0,
17031680900,-655.0,2424.0,536.0,228.0,-34800.0,-53.0,16743.0,19167.0,-0.6426679025184696
17031681000,-1194.0,-2312.0,779.0,76.0,-82600.0,11.0,20318.0,18006.0,-1.4609680662036297
17031681100,-1589.0,-7752.0,877.0,79.0,-70300.0,9.0,30514.0,22762.0,-1.084420747546032
17031681200,-982.0,995.0,765.0,138.0,-32500.0,-43.0,16063.0,17058.0,-0.6518602783792292
17031681300,-694.6670257261248,-6090.496167490841,945.7987270718356,84.20127292816449,12286.074870135531,9.459928825820118,22400.49616749084,16310.0,-1.0009234187767087
17031681400,-804.1917280464254,28135.419043182792,858.8667515100599,2.133248489940115,-35755.33411245077,61.57669246626712,16992.580956817208,45128.0,0.4739516470275691
17031690300,6.52528736866816,,794.7810566082901,-118.7810566082901,-64853.102169900056,68.60334760905893,19208.702181562065,,
17031690400,-754.5252873686682,-6685.297818437935,828.2189433917098,34.781056608290214,10553.102169900056,107.39665239094109,30435.29781843793,23750.0,-0.9717258201146908
17031690500,-751.0,-10395.0,904.0,37.0,-40000.0,-160.0,47321.0,36926.0,-2.6156265574004207
17031690900,-260.0,1016.0,817.0,98.0,13800.0,109.0,33567.0,34583.0,-0.7971734226794687
17031691000,-514.0,9975.0,818.0,241.0,-5600.0,-32.0,37689.0,47664.0,0.2002362593642043
17031691100,-1233.0,1034.0,721.0,202.0,-45400.0,141.0,24375.0,25409.0,0.2811225286657868
17031691200,246.0,3677.0,746.0,227.0,-20200.0,-69.0,24896.0,28573.0,-1.6503771137205325
17031691300,-506.0,2727.0,739.0,218.0,-10000.0,-8.0,47834.0,50561.0,-0.4062671569000138
17031691400,-455.0,3939.0,891.0,155.0,-24600.0,-70.0,30000.0,33939.0,-1.0638819254043927
17031691500,-29.0,-4184.0,833.0,-24.0,-31500.0,-3.0,23654.0,19470.0,-2.983574845513721
17031710100,-260.0,9030.0,769.0,-203.0,-74000.0,93.0,13432.0,22462.0,-3.0089162942573418
17031710200,-1666.1412462274493,-11469.922875691957,770.3345214181046,158.6654785818954,-16830.740757684776,-210.0366212920873,38498.92287569196,27029.0,-0.6205241602203055
17031710300,-186.0,20950.0,698.0,201.0,11100.0,77.0,21610.0,42560.0,0.7974309229269494
17031710400,-275.0,4558.0,881.0,58.0,-20200.0,251.0,36563.0,41121.0,-0.8667769229171349
17031710500,-242.0,5565.0,814.0,107.0,-30400.0,106.0,29539.0,35104.0,-1.1238727094197172
17031710600,-538.0,16353.0,830.0,139.0,-40800.0,69.0,20897.0,37250.0,-0.0837898846073526
17031710700,-145.0,-52.0,873.0,-113.0,-34800.0,59.0,31625.0,31573.0,-2.862959144181092
17031710800,-296.0,-14027.0,927.0,-34.0,-17800.0,-40.0,36641.0,22614.0,-3.208185056275206
17031711100,-1325.0,27999.0,879.0,-115.0,8600.0,234.0,24219.0,52218.0,1.7082210366927968
17031711400,196.0,5980.0,817.0,94.0,-1200.0,38.0,36064.0,42044.0,-1.5175836760432633
17031711500,-317.0,4246.0,751.0,587.0,-23000.0,-12.0,43295.0,47541.0,0.9911610450915423
17031730201,-915.0,,799.0,78.0,-7300.0,171.0,33646.0,,
17031730300,-460.0,10288.0,885.0,278.0,-12200.0,112.0,31795.0,42083.0,0.5879109887192868
17031730400,714.0,39066.0,945.0,162.0,-4900.0,295.0,44934.0,84000.0,0.8766389074244678
17031730700,373.0,9692.0,883.0,,1800.0,210.0,43571.0,53263.0,
17031750100,-766.0,17572.0,914.0,-98.0,1400.0,412.0,36563.0,54135.0,0.657788073159182
17031830600,270.0,7844.0,824.0,257.0,-8400.0,350.0,45333.0,53177.0,-0.041252185409511644
17031830700,1174.0,17335.0,606.0,280.0,-34300.0,148.0,41891.0,59226.0,-1.443528915026053
17031831200,-69.0,9820.0,910.0,-32.0,-64300.0,378.0,35904.0,45724.0,-1.5524168083320955
17031831300,-374.0,8603.0,779.0,356.0,81300.0,91.0,38247.0,46850.0,2.0278089412474456
17031833900,419.1009764558271,8934.763429773415,694.1933832755185,144.8066167244815,,97.85976234408444,27181.236570226585,36116.0,
17031834000,-310.1268833276131,17583.330160860904,855.6172796006605,292.3827203993395,10045.37918373398,37.35127931228461,31166.669839139096,48750.0,1.067301276758122
17031834200,-153.0,13914.0,879.0,114.0,-25700.0,-82.0,40916.0,54830.0,-1.0629915008246051
17031834400,1562.0,9179.0,845.0,408.0,-36000.0,227.0,34792.0,43971.0,-1.7441567331831695
17031834500,-408.0,20901.0,930.0,187.0,,-58.0,19868.0,40769.0,
17031834600,-2329.0,3937.0,898.0,-208.0,-10700.0,-145.0,23494.0,27431.0,-0.16541603560869167
17031834800,-491.0,-193.0,754.0,-129.0,-6700.0,156.0,17434.0,17241.0,-1.815597141516279
17031834900,-1098.0279432664547,5747.786320748954,590.4262793756541,-44.42627937565408,-18832.854717004186,81.94044443720502,13627.213679251046,19375.0,-0.5315641102459875
17031835000,-485.0,2531.0,787.0,88.0,-35800.0,-116.0,28918.0,31449.0,-1.712494712021278
17031835100,-702.0,-1690.0,857.0,18.0,-26100.0,-24.0,41014.0,39324.0,-1.6527977458846617
17031835200,225.0,8754.0,832.0,70.0,2500.0,83.0,43289.0,52043.0,-1.3213390209287057
17031835500,-528.8967130246713,4198.167599549068,499.7075061041016,63.29249389589842,23473.1234739746,64.03802420646679,13953.832400450932,18152.0,-0.34839021467189063
17031836100,-15.0,-13878.0,727.0,-36.0,44600.0,112.0,35516.0,21638.0,-2.3154536841592783
17031836600,-1026.0,25096.0,879.0,169.0,-110900.0,424.0,28310.0,53406.0,1.198549017331461
17031836700,-358.0,18148.0,861.0,250.0,-3300.0,196.0,17112.0,35260.0,1.1747894389292917
17031836800,-495.0,-5642.0,751.0,124.0,-70800.0,5.0,19375.0,13733.0,-2.273666712150072
17031837000,-571.0,14566.0,858.0,-120.0,-77000.0,173.0,17259.0,31825.0,-1.6536289625570932
17031837100,-703.0,-6714.0,595.0,308.0,-55700.0,27.0,27945.0,21231.0,-0.904215858091296
17031837400,356.0,10442.0,813.0,190.0,-29700.0,116.0,22396.0,32838.0,-1.2031950518973336
17031837800,-229.0,27271.0,794.0,519.0,91800.0,377.0,38125.0,65396.0,4.714132346451265
17031838000,-463.0,-2273.0,460.0,-34.0,86200.0,24.0,25448.0,23175.0,-0.5273074526473434
17031838100,-275.48807102918977,-10792.01545082262,770.3752962291024,-318.37529622910245,81947.36972925422,-169.43282407311509,27111.01545082262,16319.0,-3.2579614110844064
17031838600,69.0,-11648.0,640.0,272.0,,-67.0,27468.0,15820.0,
17031838700,172.0,-1280.0,935.0,78.0,-47600.0,134.0,25735.0,24455.0,-2.4739642239075246
17031838800,-177.0,3384.0,612.0,-119.0,-2600.0,170.0,27119.0,30503.0,-1.8736744513746981
17031839200,-24.0,-8802.0,776.0,102.0,4100.0,253.0,47199.0,38397.0,-1.5397562351816565
17031839500,-66.0,5684.0,269.0,-3.0,-47500.0,95.0,19316.0,25000.0,-2.160803542338326
17031839600,47.0,8234.0,691.0,420.0,-21600.0,-49.0,43125.0,51359.0,-0.11982903229884967
17031839700,-248.0,19518.0,802.0,244.0,36700.0,727.0,43538.0,63056.0,2.995426663713059
17031840100,587.0,25025.0,745.0,277.0,73300.0,420.0,31743.0,56768.0,2.112923270876924
17031840300,-492.0,26952.0,794.0,373.0,-22700.0,389.0,43233.0,70185.0,2.7373957690243045
17031840700,594.0,42028.0,741.0,334.0,-4000.0,510.0,28135.0,70163.0,2.613434008450595
17031840800,-143.0,5027.0,801.0,88.0,-48800.0,90.0,37875.0,42902.0,-1.6948062477258714
17031841100,195.0,14748.0,644.0,75.0,43600.0,708.0,27866.0,42614.0,1.3066380347449125
17031841200,-250.0,17267.0,687.0,308.0,-48800.0,573.0,35478.0,52745.0,1.529565218686459
17031841300,-798.0,20225.0,734.0,229.0,-12000.0,677.0,33927.0,54152.0,2.9083335977828035
17031841500,27.0,3004.0,839.0,156.0,-134100.0,166.0,27687.0,30691.0,-2.7863252532145606
17031841700,290.0,2555.0,322.0,436.0,-53600.0,16.0,16912.0,19467.0,-1.060569434635074
17031841800,-690.4587683986556,13847.661694665348,933.4784800055476,-29.478480005547453,2799.787227053923,6.851095433958275,26152.33830533465,40000.0,-0.3655617308642878
17031842100,1825.0,14134.0,893.0,121.0,-65200.0,120.0,25442.0,39576.0,-3.8401588818506545
17031842200,990.7974001771912,48743.09960284728,772.101961323435,1381.898038676565,85149.4778969236,1317.6696453120703,46552.90039715272,95296.0,10.816986976098216
17031842400,-730.8731166723869,17728.669839139096,799.3827203993396,-1.3827203993396324,-12145.37918373398,285.64872068771547,35986.3301608609,53715.0,0.5664298008702187
17031842500,-458.0,1669.0,407.0,121.0,-5200.0,-8.0,17643.0,19312.0,-0.9364022685010869
17031842800,-590.0,-436.0,803.0,194.0,-42500.0,110.0,38820.0,38384.0,-0.7880338537437122
17031842900,234.0,8209.0,397.0,211.0,8300.0,434.0,11880.0,20089.0,0.26658729112050034
17031843000,-504.0,9295.0,898.0,122.0,-103700.0,23.0,16667.0,25962.0,-1.7076150430878396
17031843100,-999.0,-1367.0,870.0,235.0,,75.0,33750.0,32383.0,
17031843200,-554.0,13974.0,862.0,45.0,55800.0,339.0,40133.0,54107.0,1.407921535807851
17031843400,-157.0,410.0,905.0,-273.0,43100.0,-84.0,24359.0,24769.0,-2.8094497998811905
17031843500,-288.9166183479233,54.27332381100496,597.2094440751792,233.79055592482075,-52345.18816025794,147.56945878293337,27275.726676188995,27330.0,-1.034184643006129
17031843600,23.0,16216.0,917.0,343.0,-28500.0,679.0,24844.0,41060.0,1.8052140816919173
17031844600,781.0,15384.0,949.0,182.0,,112.0,33571.0,48955.0,
